,rank,asin,product_title,product_price,product_star_rating,product_num_ratings,product_url,product_photo,rank_change_label,country,page
195,96,B0CJDF53FT,(Old Version) H&R Block Tax Software Deluxe 2023 with Refund Bonus Offer (Amazon Exclusive) (PC/MAC Download),$39.99,4.3,901.0,https://www.amazon.com/dp/B0CJDF53FT,"https://images-na.ssl-images-amazon.com/images/I/51QHSXb9alL._AC_UL900_SR900,600_.jpg",,US,2
196,97,B07ZPCNJC1,"Ralix Reinstall DVD For Windows 7 All Versions 32/64 bit. Recover, Restore, Repair Boot Disc, and Install to Factory Default ",$11.99,3.4,1420.0,https://www.amazon.com/dp/B07ZPCNJC1,"https://images-na.ssl-images-amazon.com/images/I/61zviPfwJnL._AC_UL900_SR900,600_.jpg",,US,2
197,98,B0BH5P7142,"[Old Version] TurboTax Home & Business 2022 Tax Software, Federal and State Tax Return, [Amazon Exclusive] [PC/MAC Download]",$119.99,4.4,3536.0,https://www.amazon.com/dp/B0BH5P7142,"https://images-na.ssl-images-amazon.com/images/I/71SKL1biC-L._AC_UL900_SR900,600_.jpg",,US,2
198,99,B0F13Y9WBR,Nero Burning ROM 2025 | The original burning software | CD DVD BluRay | Burn | Copy | Rip | BackUp | Windows 11/10/8/7 | 1 PC,$29.95,3.8,46.0,https://www.amazon.com/dp/B0F13Y9WBR,"https://images-na.ssl-images-amazon.com/images/I/51I9rJ705tL._AC_UL900_SR900,600_.jpg",,US,2
199,1,B0DCX4HTD9,"Microsoft Office Home 2024 | Classic Apps: Word, Excel, PowerPoint | One-Time purchase for 1 PC/MAC | Instant Download | Form",$169.99,4.1,570.0,https://www.amazon.ca/dp/B0DCX4HTD9,"https://images-na.ssl-images-amazon.com/images/I/61phY52G-OL._AC_UL900_SR900,600_.jpg",,CA,1
200,2,B09NSBNJJS,"Norton 360 2025, Antivirus software for 10 Devices, 1-Year Subscription - Includes VPN, Password Manager and PC Cloud Backup ",$34.99,4.1,387.0,https://www.amazon.ca/dp/B09NSBNJJS,"https://images-na.ssl-images-amazon.com/images/I/61nINg9xYnL._AC_UL900_SR900,600_.jpg",,CA,1
201,3,B07XPGZ7DF,Bitdefender Total Security 2025 - 5 Devices | 1 year Subscription | PC/Mac | Activation Code by Mail,$44.99,4.6,1721.0,https://www.amazon.ca/dp/B07XPGZ7DF,"https://images-na.ssl-images-amazon.com/images/I/612QclCcTvL._AC_UL900_SR900,600_.jpg",,CA,1
202,4,B09NSB8MWK,"Norton 360 2025, Antivirus software for 3 Devices, 1-Year Subscription - Includes VPN, Password Manager and PC Cloud Backup [",$29.99,4.1,611.0,https://www.amazon.ca/dp/B09NSB8MWK,"https://images-na.ssl-images-amazon.com/images/I/616bQaCDWwL._AC_UL900_SR900,600_.jpg",,CA,1
203,5,B08MNXC1NF,"Microsoft 365 Personal | 12-Month Subscription | 1 Person | Office Word, Excel, PowerPoint | 1TB OneDrive Cloud Storage | PC/",$109.99,4.1,570.0,https://www.amazon.ca/dp/B08MNXC1NF,"https://images-na.ssl-images-amazon.com/images/I/61IUDtLeZaL._AC_UL900_SR900,600_.jpg",,CA,1
204,6,B0C5K5BXBH,McAfee Total Protection 2025 | 5 Devices | 15 Month Subscription with Auto-Renewal| Cybersecurity software includes Antivirus,$24.99,3.9,193.0,https://www.amazon.ca/dp/B0C5K5BXBH,"https://images-na.ssl-images-amazon.com/images/I/61vI97YSJEL._AC_UL900_SR900,600_.jpg",,CA,1
205,7,B092M55HJ2,Mullvad VPN | 5 Devices for 6 Months | Protect Your Privacy with Easy-To-Use Security VPN Service,$38.00,4.7,1142.0,https://www.amazon.ca/dp/B092M55HJ2,"https://images-na.ssl-images-amazon.com/images/I/61+MBtXYA1L._AC_UL900_SR900,600_.jpg",,CA,1
206,8,B092M5G1G7,Mullvad VPN | 12 Months for 5 Devices | Protect Your Privacy with Easy-To-Use Security VPN Service,$75.00,4.7,1142.0,https://www.amazon.ca/dp/B092M5G1G7,"https://images-na.ssl-images-amazon.com/images/I/61IHAqDMolL._AC_UL900_SR900,600_.jpg",,CA,1
207,9,B09NS9XYRM,"Norton 360 2025, Antivirus software for 5 Devices, 1-Year Subscription - Includes VPN, Password Manager and PC Cloud Backup [",$34.99,4,522.0,https://www.amazon.ca/dp/B09NS9XYRM,"https://images-na.ssl-images-amazon.com/images/I/71VtiGmhCTL._AC_UL900_SR900,600_.jpg",,CA,1
208,10,B0DJDTGXBZ,TurboTax Standard 2024 - 8 Returns - English - Windows - Digital Download [PC Online code],$40.00,4.2,228.0,https://www.amazon.ca/dp/B0DJDTGXBZ,"https://images-na.ssl-images-amazon.com/images/I/61ZHRgZX0ML._AC_UL900_SR900,600_.jpg",,CA,1
209,11,B09X6ZNXD3,Windows 11 Home [PC Online code],$189.99,4,50.0,https://www.amazon.ca/dp/B09X6ZNXD3,"https://images-na.ssl-images-amazon.com/images/I/6178O81KLWL._AC_UL900_SR900,600_.jpg",,CA,1
210,12,B09Q7T7H45,Bitdefender Premium Unlimited VPN - 10 Devices | 1 year Subscription | PC/Mac/Android/iOS,$24.99,4.2,112.0,https://www.amazon.ca/dp/B09Q7T7H45,"https://images-na.ssl-images-amazon.com/images/I/51Vsms3mchL._AC_UL900_SR900,600_.jpg",,CA,1
211,13,B0DNS47KYF,"OfficeSuite365, 12 Months Subscription, For Windows, Mac, and Mobile Devices [Instant Online Delivery]",$29.00,4.8,12.0,https://www.amazon.ca/dp/B0DNS47KYF,"https://images-na.ssl-images-amazon.com/images/I/41--ggIF2CL._AC_UL900_SR900,600_.jpg",,CA,1
212,14,B0C5K33CLY,McAfee Total Protection 2025 | 3 Devices | 15 Month Subscription with Auto-Renewal| Cybersecurity software includes Antivirus,$26.99,4,424.0,https://www.amazon.ca/dp/B0C5K33CLY,"https://images-na.ssl-images-amazon.com/images/I/61Qey1hldOL._AC_UL900_SR900,600_.jpg",,CA,1
213,15,B0BBVS86HW,"McAfee AntiVirus Protection 2025 | 1 PC (Windows)| Cybersecurity software includes Antivirus Protection, Internet Security So",$14.99,3.9,121.0,https://www.amazon.ca/dp/B0BBVS86HW,"https://images-na.ssl-images-amazon.com/images/I/61FBydry93L._AC_UL900_SR900,600_.jpg",,CA,1
214,16,B09NSBDV8F,"Norton 360 2025, Antivirus software for 1 Device, 1-Year Subscription - Includes VPN, Password Manager and PC Cloud Backup [D",$19.99,3.9,179.0,https://www.amazon.ca/dp/B09NSBDV8F,"https://images-na.ssl-images-amazon.com/images/I/71GkVZZZvHL._AC_UL900_SR900,600_.jpg",,CA,1
215,17,B09X7DQ3Z8,"Windows 11 Pro Upgrade, from Windows 11 Home [PC Online code]",$144.99,4.2,36.0,https://www.amazon.ca/dp/B09X7DQ3Z8,"https://images-na.ssl-images-amazon.com/images/I/61R6ivLSfrL._AC_UL900_SR900,600_.jpg",,CA,1
216,18,B076VQ4Y4J,"Laplink PCmover Ultimate 11 - Migration of your Applications, Files and Settings from an Old PC to a New PC - Data Transfer S",$54.95,4.1,4732.0,https://www.amazon.ca/dp/B076VQ4Y4J,"https://images-na.ssl-images-amazon.com/images/I/71U0TfOBbWL._AC_UL900_SR900,600_.jpg",,CA,1
217,19,B0BBVWMFBB,"McAfee+ Premium Individual 2025 Unlimited Devices | All-In-One Cybersecurity Software includes Unlimited VPN, Identity Monito",$39.99,4.4,167.0,https://www.amazon.ca/dp/B0BBVWMFBB,"https://images-na.ssl-images-amazon.com/images/I/61FfFgcNdTL._AC_UL900_SR900,600_.jpg",,CA,1
218,20,B0BBVW4X2J,"McAfee Total Protection 2025 | 3 Device | Cybersecurity Software Includes Antivirus, Secure VPN, Password Manager, Dark Web M",$24.99,4,424.0,https://www.amazon.ca/dp/B0BBVW4X2J,"https://images-na.ssl-images-amazon.com/images/I/612A1XLORRL._AC_UL900_SR900,600_.jpg",,CA,1
219,21,B08MNQWF3X,"Microsoft 365 Family | 12-Month Subscription | Up to 6 People | Office Word, Excel, PowerPoint | 1TB OneDriveCloud Storage | ",$144.97,4.3,149.0,https://www.amazon.ca/dp/B08MNQWF3X,"https://images-na.ssl-images-amazon.com/images/I/61mPBUmHt1L._AC_UL900_SR900,600_.jpg",,CA,1
220,22,B09X6Z7YFQ,Windows 11 Pro [PC Online code],$259.99,2.6,20.0,https://www.amazon.ca/dp/B09X6Z7YFQ,"https://images-na.ssl-images-amazon.com/images/I/61xNPtte2hL._AC_UL900_SR900,600_.jpg",,CA,1
221,23,B0BBVRP1P2,"McAfee+ Premium Family 2025 Unlimited Devices | All-In-One Cybersecurity Software includes Unlimited VPN, Identity Monitoring",$49.99,4.4,167.0,https://www.amazon.ca/dp/B0BBVRP1P2,"https://images-na.ssl-images-amazon.com/images/I/61hPRrqHP6L._AC_UL900_SR900,600_.jpg",,CA,1
222,24,292201052X,Antidote+ Personnel 12,$59.95,4.6,12.0,https://www.amazon.ca/dp/292201052X,"https://images-na.ssl-images-amazon.com/images/I/715AHuEhNLL._AC_UL900_SR900,600_.jpg",,CA,1
223,25,B0DYLDNRMV,"Norton 360 Platinum 2025, Antivirus software for 20 Devices, 1-Year Subscription - Includes VPN, Dark Web Monitoring and PC C",$49.99,4.4,17.0,https://www.amazon.ca/dp/B0DYLDNRMV,"https://images-na.ssl-images-amazon.com/images/I/71awjJM4fGL._AC_UL900_SR900,600_.jpg",,CA,1
224,26,B086R8WL63,"Windows Password Reset Recovery Disk Windows 10, 8.1, 7, Vista, XP Rated #1 Best Unlocker Remove Software CD DVD For All Wind",$21.95,4.3,123.0,https://www.amazon.ca/dp/B086R8WL63,"https://images-na.ssl-images-amazon.com/images/I/61RrrnnjsIL._AC_UL900_SR900,600_.jpg",,CA,1
225,27,B0CW4DZTZS,"NordVPN Standard, 10 Devices, 1-Year, VPN & Cybersecurity, Digital Code",$74.99,3.9,77.0,https://www.amazon.ca/dp/B0CW4DZTZS,"https://images-na.ssl-images-amazon.com/images/I/61XCA4zB8xL._AC_UL900_SR900,600_.jpg",,CA,1
226,28,B0DB6MD4SW,"NordVPN Basic, 10 Devices, 1-Year, Premium VPN Software, Digital Code",$49.99,3.9,77.0,https://www.amazon.ca/dp/B0DB6MD4SW,"https://images-na.ssl-images-amazon.com/images/I/61S0PBu79HL._AC_UL900_SR900,600_.jpg",,CA,1
227,29,B07YSRXL9L,"PDF Pro 3 - PDF editor to create, edit, convert and merge PDFs - 100% Compatible with Adobe Acrobat - compatible with Windows",$39.99,3.6,518.0,https://www.amazon.ca/dp/B07YSRXL9L,"https://images-na.ssl-images-amazon.com/images/I/71gZFWFajQL._AC_UL900_SR900,600_.jpg",,CA,1
228,30,B0CL9BJQX5,"McAfee Total Protection 2025 Ready | 5 Device | Cybersecurity Software Includes Antivirus, Secure VPN, Password Manager, Dark",$24.99,4.3,21.0,https://www.amazon.ca/dp/B0CL9BJQX5,"https://images-na.ssl-images-amazon.com/images/I/61wT5k16zxL._AC_UL900_SR900,600_.jpg",,CA,1
229,31,B0BBVY151R,"McAfee Total Protection 2025 | 5 Device | Cybersecurity Software Includes Antivirus, Secure VPN, Password Manager, Dark Web M",$24.99,3.9,193.0,https://www.amazon.ca/dp/B0BBVY151R,"https://images-na.ssl-images-amazon.com/images/I/61wT5k16zxL._AC_UL900_SR900,600_.jpg",,CA,1
230,32,B07DPK1CN9,"Nero Burn Express 4 - Burn | Copy | Rip | Convert | Backup | Protect for movies, photos, music and data | 1 PC | Windows 11 /",$24.95,3.4,63.0,https://www.amazon.ca/dp/B07DPK1CN9,"https://images-na.ssl-images-amazon.com/images/I/711hv0dNtZL._AC_UL900_SR900,600_.jpg",,CA,1
231,33,B0869GKYW7,"Microsoft Office Home & Student 2019 | One-time purchase, 1 person | PC/Mac Keycard",$100.00,3.7,285.0,https://www.amazon.ca/dp/B0869GKYW7,"https://images-na.ssl-images-amazon.com/images/I/71+kA7okp6L._AC_UL900_SR900,600_.jpg",,CA,1
232,34,B01IP6N5MA,VIDBOX Video Conversion for PC,$99.99,4.2,1858.0,https://www.amazon.ca/dp/B01IP6N5MA,"https://images-na.ssl-images-amazon.com/images/I/81-F1GZVhTL._AC_UL900_SR900,600_.jpg",,CA,1
233,35,B09V71FYGS,Microsoft Windows 11 Pro (USB),$215.00,4,377.0,https://www.amazon.ca/dp/B09V71FYGS,"https://images-na.ssl-images-amazon.com/images/I/61r5zmzDO8L._AC_UL900_SR900,600_.jpg",,CA,1
234,36,B08Q8JQJ19,Office Suite 2025 Compatible with Microsoft Office 2024 365 2021 2019 2016 2013 Powered by Apache OpenOffice on USB with Life,$24.99,4.1,92.0,https://www.amazon.ca/dp/B08Q8JQJ19,"https://images-na.ssl-images-amazon.com/images/I/61bMRWNRPeL._AC_UL900_SR900,600_.jpg",,CA,1
235,37,B0B4LC4XKF,"Norton Utiltities Ultimate - cleans and speeds up your PC, Windows PCs only [PC Online code]",$39.99,4,104.0,https://www.amazon.ca/dp/B0B4LC4XKF,"https://images-na.ssl-images-amazon.com/images/I/71-yMOF0m-L._AC_UL900_SR900,600_.jpg",,CA,1
236,38,B0BHF4XXK5,NFS Unbound Playstation 5,$31.48,4.4,568.0,https://www.amazon.ca/dp/B0BHF4XXK5,"https://images-na.ssl-images-amazon.com/images/I/81IuMALzm4L._AC_UL900_SR900,600_.jpg",,CA,1
237,39,B0DGMBS7YC,Adobe Photoshop Elements 2025 | PC/Mac | Software Download | Photo Editing | 3-year term license | Activation Required [PC/Ma,$87.99,3,15.0,https://www.amazon.ca/dp/B0DGMBS7YC,"https://images-na.ssl-images-amazon.com/images/I/61PZ9FQW15L._AC_UL900_SR900,600_.jpg",,CA,1
238,40,B09NSC5118,"Norton AntiVirus Plus 2025, Antivirus software for 1 Device, 1-Year Subscription -Includes Password Manager, Smart Firewall, ",$19.99,3.5,215.0,https://www.amazon.ca/dp/B09NSC5118,"https://images-na.ssl-images-amazon.com/images/I/71OpduuByjL._AC_UL900_SR900,600_.jpg",,CA,1
239,41,B07ZLGQYPQ,"Ralix Windows Emergency Boot Disk - For Windows 98, 2000, XP, Vista, 7, 10 PC Repair DVD All in One Tool (Latest Version)",$19.77,3.3,2355.0,https://www.amazon.ca/dp/B07ZLGQYPQ,"https://images-na.ssl-images-amazon.com/images/I/810-f3AMQCL._AC_UL900_SR900,600_.jpg",,CA,1
240,42,B0DJDPMDG6,TurboTax Deluxe Online Edition 2024 - 8 Returns - English - Online Version [PC/Mac Online Code],$40.00,3,93.0,https://www.amazon.ca/dp/B0DJDPMDG6,"https://images-na.ssl-images-amazon.com/images/I/61f1dxVgEUL._AC_UL900_SR900,600_.jpg",,CA,1
241,43,B0DHSVZF3W,Microsoft Office Home and Business 2024,$319.99,3.5,3.0,https://www.amazon.ca/dp/B0DHSVZF3W,"https://images-na.ssl-images-amazon.com/images/I/610+co8P-RL._AC_UL900_SR900,600_.jpg",,CA,1
242,44,B0DJDSMTZH,TurboImpôt De luxe 2024 - 8 déclarations - Français - Windows - Téléchargement [PC Online code],$40.00,3.8,90.0,https://www.amazon.ca/dp/B0DJDSMTZH,"https://images-na.ssl-images-amazon.com/images/I/61emh6vyRKL._AC_UL900_SR900,600_.jpg",,CA,1
243,45,B09FJ66MC2,Stubbs the Zombie in Rebel Without a Pulse - Nintendo Switch,$29.55,4.4,38.0,https://www.amazon.ca/dp/B09FJ66MC2,"https://images-na.ssl-images-amazon.com/images/I/61UogpQ4qzL._AC_UL900_SR900,600_.jpg",,CA,1
244,46,B0F8NGDMT6,"Quick Books Desktop Pro 2021 | NO DVD | Lifetime Version | Amazon Message Delivery(Within 24hrs) | Only PC, Not for Mac |",$598.00,5,1.0,https://www.amazon.ca/dp/B0F8NGDMT6,"https://images-na.ssl-images-amazon.com/images/I/518CrISWOKL._AC_UL900_SR900,600_.jpg",,CA,1
245,47,B09F9TD57R,"McAfee Total Protection 2025 | 10 Device | Cybersecurity Software Includes Antivirus, Secure VPN, Password Manager, Dark Web ",$29.99,4.3,37.0,https://www.amazon.ca/dp/B09F9TD57R,"https://images-na.ssl-images-amazon.com/images/I/61x-NhX-uNL._AC_UL900_SR900,600_.jpg",,CA,1
246,48,B09XJ8PM2X,Microsoft Windows 11 Pro,$180.00,3.6,177.0,https://www.amazon.ca/dp/B09XJ8PM2X,"https://images-na.ssl-images-amazon.com/images/I/71CqpOiH60L._AC_UL900_SR900,600_.jpg",,CA,1
247,49,B0DJDTC7NR,TurboTax Business Incorporated 2024 - English - Windows - Digital Download [PC Online code],$310.00,4.2,5.0,https://www.amazon.ca/dp/B0DJDTC7NR,"https://images-na.ssl-images-amazon.com/images/I/61TIcEGFG0L._AC_UL900_SR900,600_.jpg",,CA,1
248,50,B08DM9CVQ5,Kaspersky Internet Security 2021 (2022 Ready) | 1 Device | 1 Year | PC/Mac/Android | Activation Key Card by Post Mail | Antiv,$21.98,4,75.0,https://www.amazon.ca/dp/B08DM9CVQ5,"https://images-na.ssl-images-amazon.com/images/I/61Ps3Bv0OBL._AC_UL900_SR900,600_.jpg",,CA,1
249,51,B09YDJ1FJS,"K7 Antivirus PremiumSoftware 2025 for Windows laptop/pc|1 User,3 Year| Antivirus,Internet Protection,Threat protection |2hr E",$11.69,4.3,89.0,https://www.amazon.ca/dp/B09YDJ1FJS,"https://images-na.ssl-images-amazon.com/images/I/61tJ2TkaGLL._AC_UL900_SR900,600_.jpg",,CA,2
250,52,B07LGGV4NW,"NordVPN Standard - 1-Year VPN & Cybersecurity Software Subscription for 6 Devices - Block Malware, Malicious Links & Ads, Pro",$59.99,4.2,201.0,https://www.amazon.ca/dp/B07LGGV4NW,"https://images-na.ssl-images-amazon.com/images/I/71jRg-hkq+L._AC_UL900_SR900,600_.jpg",,CA,2
251,53,B099FDP5Y6,Kaspersky Total Security 2021 (2022 Ready) | 5 Devices | 1 Year | PC/Mac/Android | Activation Key Card by Post with Antivirus,$67.98,4.4,78.0,https://www.amazon.ca/dp/B099FDP5Y6,"https://images-na.ssl-images-amazon.com/images/I/61tP2GYohdL._AC_UL900_SR900,600_.jpg",,CA,2
252,54,B071FNNJ6G,GIMP Photo Editor 2025 Premium Professional Image Editing Software CD Compatible with Windows 11 10 8.1 8 7 Vista XP 32 & 64-,$24.99,3.3,93.0,https://www.amazon.ca/dp/B071FNNJ6G,"https://images-na.ssl-images-amazon.com/images/I/61Mw9zor+ML._AC_UL900_SR900,600_.jpg",,CA,2
253,55,B0DK29FP4Z,"Microsoft Office Home 2024 | One time purchase, 1 Device | Windows 10/11, Mac - Key Card",$201.64,4.3,105.0,https://www.amazon.ca/dp/B0DK29FP4Z,"https://images-na.ssl-images-amazon.com/images/I/51gGYg2xuwL._AC_UL900_SR900,600_.jpg",,CA,2
254,56,B09L59221Q,Microsoft Office 2021 Home & Business - Box Pack - 1 PC/Mac,$239.99,4.2,120.0,https://www.amazon.ca/dp/B09L59221Q,"https://images-na.ssl-images-amazon.com/images/I/41RM0NuE-0L._AC_UL900_SR900,600_.jpg",,CA,2
255,57,B0C46GX5J4,Video and Audio Downloader PRO 2 software for YouTube – download your favorite YouTube videos as MP4 video or MP3 audio – com,$51.59,3.6,255.0,https://www.amazon.ca/dp/B0C46GX5J4,"https://images-na.ssl-images-amazon.com/images/I/71DCRNo0Z0L._AC_UL900_SR900,600_.jpg",,CA,2
256,58,B0771TK6CR,"Laplink PCmover Ultimate 11 - Migration of your Applications, Files and Settings from an Old PC to a New PC - Data Transfer S",$89.95,4.1,4732.0,https://www.amazon.ca/dp/B0771TK6CR,"https://images-na.ssl-images-amazon.com/images/I/71nJCayUByL._AC_UL900_SR900,600_.jpg",,CA,2
257,59,B0DYKWWGJG,"Exclusive Bundle: Norton 360 Standard 1 Device with Norton Utilities Ultimate (for 10 Windows PCs), 1-Year Subscription [Down",$39.99,4,104.0,https://www.amazon.ca/dp/B0DYKWWGJG,"https://images-na.ssl-images-amazon.com/images/I/71Gq1UhNWYL._AC_UL900_SR900,600_.jpg",,CA,2
258,60,B08Q8R832F,LibreOffice 2025 Home and Student 2024 Professional Plus Business Compatible with Microsoft Office Word Excel PowerPoint Adob,$24.99,3.9,98.0,https://www.amazon.ca/dp/B08Q8R832F,"https://images-na.ssl-images-amazon.com/images/I/51gteU0Y9jL._AC_UL900_SR900,600_.jpg",,CA,2
259,61,B09MYJ1R6L,MICROSOFT OEM SOFTWARE KW9-00633 Windows 11 Home 64 Bit 1Pack,$184.84,4.1,1957.0,https://www.amazon.ca/dp/B09MYJ1R6L,"https://images-na.ssl-images-amazon.com/images/I/61JfosHunyL._AC_UL900_SR900,600_.jpg",,CA,2
260,62,B0D6X9WSNS,Aksys Games Fitness Boxing ft. HATSUNE MIKU-Nintendo Switch,$69.29,4.8,114.0,https://www.amazon.ca/dp/B0D6X9WSNS,"https://images-na.ssl-images-amazon.com/images/I/81-BvRniGgL._AC_UL900_SR900,600_.jpg",,CA,2
261,63,B07X48NT36,Slay The Spire Nintendo Switch Games and Software,$59.00,4,453.0,https://www.amazon.ca/dp/B07X48NT36,"https://images-na.ssl-images-amazon.com/images/I/91eWA9UYzeL._AC_UL900_SR900,600_.jpg",,CA,2
262,64,B07RS7XV5D,"Roxio Easy CD and DVD Burning 2, Disc Burner and Video Capture [PC Disc]",$38.07,3.9,1976.0,https://www.amazon.ca/dp/B07RS7XV5D,"https://images-na.ssl-images-amazon.com/images/I/71DjNLyzK7L._AC_UL900_SR900,600_.jpg",,CA,2
263,65,B097C7SVK8,"Office Suite 2023 Home & Student Premium | Open Word Processor, Spreadsheet, Presentation, Accounting, and Professional Softw",$24.99,4,573.0,https://www.amazon.ca/dp/B097C7SVK8,"https://images-na.ssl-images-amazon.com/images/I/71i+izU6FaL._AC_UL900_SR900,600_.jpg",,CA,2
264,66,B0989T5V91,Moho Pro 13.5 | The all-in-one animation tool for professionals and digital artists | Software for PC and Mac OS,$129.98,4.7,65.0,https://www.amazon.ca/dp/B0989T5V91,"https://images-na.ssl-images-amazon.com/images/I/81Vc9sFWMsL._AC_UL900_SR900,600_.jpg",,CA,2
265,67,0790731940,Maverick (Widescreen/Full Screen),$22.99,4.5,146.0,https://www.amazon.ca/dp/0790731940,"https://images-na.ssl-images-amazon.com/images/I/81RgYecDRFL._AC_UL900_SR900,600_.jpg",,CA,2
266,68,B0DB6M9WYQ,"NordVPN Basic, 10 Devices, 2-Year, Premium VPN Software, Digital Code",$114.99,3.9,77.0,https://www.amazon.ca/dp/B0DB6M9WYQ,"https://images-na.ssl-images-amazon.com/images/I/61NwLJWlUcL._AC_UL900_SR900,600_.jpg",,CA,2
267,69,B0CLBT44FW,TurboTax Standard 2023 - 8 Returns - English - Windows - Digital Download,,4,235.0,https://www.amazon.ca/dp/B0CLBT44FW,"https://images-na.ssl-images-amazon.com/images/I/61f9cF6+11L._AC_UL900_SR900,600_.jpg",,CA,2
268,70,B0CW4F7VSK,"NordVPN Standard, 10 Devices, 1-Month, VPN & Cybersecurity, Digital Code",$16.99,3.9,77.0,https://www.amazon.ca/dp/B0CW4F7VSK,"https://images-na.ssl-images-amazon.com/images/I/61nn0ZnlOzL._AC_UL900_SR900,600_.jpg",,CA,2
269,71,B0CF64PXKT,Nero Platinum Suite - multilingual | Video Editing | Backup | Manage & Play Media | 8K | Photos | Music | PC Tuning | 1 PC | ,$99.95,3.5,34.0,https://www.amazon.ca/dp/B0CF64PXKT,"https://images-na.ssl-images-amazon.com/images/I/81GKNbZAilL._AC_UL900_SR900,600_.jpg",,CA,2
270,72,B0F1GKPJQD,ESET Home Security Essential | Antivirus | 2025 Edition | 1 Device | 1 Year | Parental Control | Privacy | IOT Protection | R,$21.00,,,https://www.amazon.ca/dp/B0F1GKPJQD,"https://images-na.ssl-images-amazon.com/images/I/71EsajhiweL._AC_UL900_SR900,600_.jpg",,CA,2
271,73,B0142HLKM8,QuickBooks Pro 2016,$199.90,3.1,46.0,https://www.amazon.ca/dp/B0142HLKM8,"https://images-na.ssl-images-amazon.com/images/I/71H3z7IwraL._AC_UL900_SR900,600_.jpg",,CA,2
272,74,B07JZ6H3Q9,Microsoft Server 2019 Standard 16 Core,$200.00,4.5,12.0,https://www.amazon.ca/dp/B07JZ6H3Q9,"https://images-na.ssl-images-amazon.com/images/I/610p01TuhFL._AC_UL900_SR900,600_.jpg",,CA,2
273,75,B003VIVXWC,Individual Software Business Planmaker Professional 12,$34.46,3.1,24.0,https://www.amazon.ca/dp/B003VIVXWC,"https://images-na.ssl-images-amazon.com/images/I/81KBDzCeHeL._AC_UL900_SR900,600_.jpg",,CA,2
274,76,B0B9JRF9DC,"Microsoft 365 Personal | 12-Month Subscription, 1 person | Premium Office apps | 1TB OneDrive cloud storage | PC/Mac/iOS/Andr",$96.36,4.2,38.0,https://www.amazon.ca/dp/B0B9JRF9DC,"https://images-na.ssl-images-amazon.com/images/I/514ALwIasZL._AC_UL900_SR900,600_.jpg",,CA,2
275,77,B072JGXMS5,Office Suite 2025 Compatible with Microsoft Office 2024 2021 365 2019 2016 2013 2010 2007 Word Excel PowerPoint on CD DVD Pow,$24.99,3.6,240.0,https://www.amazon.ca/dp/B072JGXMS5,"https://images-na.ssl-images-amazon.com/images/I/71gNKoc3EQL._AC_UL900_SR900,600_.jpg",,CA,2
276,78,B088VHZRJ6,"Windows Password Reset USB Recovery For Windows 10, 8.1, 7, Vista, XP | Rated #1 Best Reset Recovery USB Unlocker Remove Soft",$24.97,3.6,83.0,https://www.amazon.ca/dp/B088VHZRJ6,"https://images-na.ssl-images-amazon.com/images/I/61TlVHRZQDL._AC_UL900_SR900,600_.jpg",,CA,2
277,79,B0CW4JK1LN,"NordVPN Plus, 10 Devices, 1-Year, VPN & Password Manager Software Bundle, Digital Code",$84.99,3.9,77.0,https://www.amazon.ca/dp/B0CW4JK1LN,"https://images-na.ssl-images-amazon.com/images/I/61iDJK7cleL._AC_UL900_SR900,600_.jpg",,CA,2
278,80,B0BSJZQK5L,Anno 1800 Console Edition - PlayStation 5,$29.71,4.1,165.0,https://www.amazon.ca/dp/B0BSJZQK5L,"https://images-na.ssl-images-amazon.com/images/I/81iflwWfvBL._AC_UL900_SR900,600_.jpg",,CA,2
279,81,B0DY8334JD,Evercade Tomb Raider Collection 2,$34.85,4.4,39.0,https://www.amazon.ca/dp/B0DY8334JD,"https://images-na.ssl-images-amazon.com/images/I/71wX4pybVTL._AC_UL900_SR900,600_.jpg",,CA,2
280,82,B0D4C7PG4W,Adobe Creative Cloud All Apps | Student & Teacher Discount |PC/MAC Online Code,$311.88,5,4.0,https://www.amazon.ca/dp/B0D4C7PG4W,"https://images-na.ssl-images-amazon.com/images/I/61SFszzTaRL._AC_UL900_SR900,600_.jpg",,CA,2
281,83,B0CPKRRY7P,Blaze Evercade Indie Heroes Collection 3 - Nintendo DS,$34.99,4.6,107.0,https://www.amazon.ca/dp/B0CPKRRY7P,"https://images-na.ssl-images-amazon.com/images/I/61qEGU8JWYL._AC_UL900_SR900,600_.jpg",,CA,2
282,84,B0F13Y9WBR,Nero Burning ROM 2025 | The original burning software | CD DVD BluRay | Burn | Copy | Rip | BackUp | 1 PC,$39.95,3.8,46.0,https://www.amazon.ca/dp/B0F13Y9WBR,"https://images-na.ssl-images-amazon.com/images/I/51I9rJ705tL._AC_UL900_SR900,600_.jpg",,CA,2
283,85,B0B2TD1WPQ,Lemon Cake - Nintendo Switch,$39.97,4.5,237.0,https://www.amazon.ca/dp/B0B2TD1WPQ,"https://images-na.ssl-images-amazon.com/images/I/81EEfgqGHuL._AC_UL900_SR900,600_.jpg",,CA,2
284,86,B0D9P5FG88,The Crew Motorfest Replen (English/French) for Playstation 5,$38.21,5,9.0,https://www.amazon.ca/dp/B0D9P5FG88,"https://images-na.ssl-images-amazon.com/images/I/71XyV-NUhDL._AC_UL900_SR900,600_.jpg",,CA,2
